	<yagoTheme_yagoWordnetIds>	<hasGloss>	"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2017-10-11 T 23:50:16.0962. Mappings of the WordNet-based YAGO classes to the ids of WordNet LINK"	
	<wordnet_sinking_fund_113359428>	<hasSynsetId>	"113359428"	
	<wordnet_savings_113359572>	<hasSynsetId>	"113359572"	
	<wordnet_bank_account_113359690>	<hasSynsetId>	"113359690"	
	<wordnet_giro_account_113359941>	<hasSynsetId>	"113359941"	
	<wordnet_pension_fund_113360103>	<hasSynsetId>	"113360103"	
	<wordnet_war_chest_113360254>	<hasSynsetId>	"113360254"	
	<wordnet_slush_fund_113360390>	<hasSynsetId>	"113360390"	
	<wordnet_trust_113360498>	<hasSynsetId>	"113360498"	
	<wordnet_active_trust_113360950>	<hasSynsetId>	"113360950"	
	<wordnet_blind_trust_113361083>	<hasSynsetId>	"113361083"	
	<wordnet_passive_trust_113361333>	<hasSynsetId>	"113361333"	
	<wordnet_charitable_trust_113361465>	<hasSynsetId>	"113361465"	
	<wordnet_grantor_trust_113361624>	<hasSynsetId>	"113361624"	
	<wordnet_implied_trust_113361830>	<hasSynsetId>	"113361830"	
	<wordnet_constructive_trust_113361962>	<hasSynsetId>	"113361962"	
	<wordnet_resulting_trust_113362182>	<hasSynsetId>	"113362182"	
	<wordnet_direct_trust_113362347>	<hasSynsetId>	"113362347"	
	<wordnet_discretionary_trust_113362540>	<hasSynsetId>	"113362540"	
	<wordnet_nondiscretionary_trust_113362734>	<hasSynsetId>	"113362734"	
	<wordnet_living_trust_113362918>	<hasSynsetId>	"113362918"	
	<wordnet_spendthrift_trust_113363056>	<hasSynsetId>	"113363056"	
	<wordnet_testamentary_trust_113363217>	<hasSynsetId>	"113363217"	
	<wordnet_savings_account_trust_113363365>	<hasSynsetId>	"113363365"	
	<wordnet_voting_trust_113363704>	<hasSynsetId>	"113363704"	
	<wordnet_trust_fund_113363893>	<hasSynsetId>	"113363893"	
	<wordnet_checking_account_113363970>	<hasSynsetId>	"113363970"	
	<wordnet_savings_account_113364212>	<hasSynsetId>	"113364212"	
	<wordnet_time_deposit_account_113364368>	<hasSynsetId>	"113364368"	
	<wordnet_dormant_account_113364602>	<hasSynsetId>	"113364602"	
	<wordnet_passbook_savings_account_113364821>	<hasSynsetId>	"113364821"	
	<wordnet_cash_equivalent_113364984>	<hasSynsetId>	"113364984"	
	<wordnet_certificate_of_deposit_113365137>	<hasSynsetId>	"113365137"	
	<wordnet_support_113365286>	<hasSynsetId>	"113365286"	
	<wordnet_support_113365698>	<hasSynsetId>	"113365698"	
	<wordnet_ways_and_means_113365978>	<hasSynsetId>	"113365978"	
	<wordnet_comforts_113366137>	<hasSynsetId>	"113366137"	
	<wordnet_maintenance_113366311>	<hasSynsetId>	"113366311"	
	<wordnet_meal_ticket_113366428>	<hasSynsetId>	"113366428"	
	<wordnet_subsistence_113366537>	<hasSynsetId>	"113366537"	
	<wordnet_accumulation_113366693>	<hasSynsetId>	"113366693"	
	<wordnet_hoard_113366912>	<hasSynsetId>	"113366912"	
	<wordnet_store_113367070>	<hasSynsetId>	"113367070"	
	<wordnet_provision_113367448>	<hasSynsetId>	"113367448"	
	<wordnet_issue_113367593>	<hasSynsetId>	"113367593"	
	<wordnet_seed_stock_113367787>	<hasSynsetId>	"113367787"	
	<wordnet_seed_corn_113367913>	<hasSynsetId>	"113367913"	
	<wordnet_reserve_113368052>	<hasSynsetId>	"113368052"	
	<wordnet_bank_113368318>	<hasSynsetId>	"113368318"	
	<wordnet_blood_bank_113368517>	<hasSynsetId>	"113368517"	
	<wordnet_eye_bank_113368675>	<hasSynsetId>	"113368675"	
	<wordnet_food_bank_113368900>	<hasSynsetId>	"113368900"	
	<wordnet_fuel_level_113369074>	<hasSynsetId>	"113369074"	
	<wordnet_hole_card_113369159>	<hasSynsetId>	"113369159"	
	<wordnet_soil_bank_113369282>	<hasSynsetId>	"113369282"	
	<wordnet_pool_113369474>	<hasSynsetId>	"113369474"	
	<wordnet_hidden_reserve_113369567>	<hasSynsetId>	"113369567"	
	<wordnet_cookie_jar_reserve_113369723>	<hasSynsetId>	"113369723"	
	<wordnet_pool_113369857>	<hasSynsetId>	"113369857"	
	<wordnet_reserve_account_113370014>	<hasSynsetId>	"113370014"	
	<wordnet_valuation_reserve_113370215>	<hasSynsetId>	"113370215"	
	<wordnet_treasure_113370448>	<hasSynsetId>	"113370448"	
	<wordnet_treasure_113370669>	<hasSynsetId>	"113370669"	
	<wordnet_fortune_113370938>	<hasSynsetId>	"113370938"	
	<wordnet_valuable_113371030>	<hasSynsetId>	"113371030"	
	<wordnet_swag_113371190>	<hasSynsetId>	"113371190"	
	<wordnet_king's_ransom_113371274>	<hasSynsetId>	"113371274"	
	<wordnet_treasure_trove_113371355>	<hasSynsetId>	"113371355"	
	<wordnet_precious_metal_113371489>	<hasSynsetId>	"113371489"	
	<wordnet_bullion_113371682>	<hasSynsetId>	"113371682"	
	<wordnet_gold_113371760>	<hasSynsetId>	"113371760"	
	<wordnet_silver_113371866>	<hasSynsetId>	"113371866"	
	<wordnet_diamond_113371958>	<hasSynsetId>	"113371958"	
	<wordnet_ice_113372123>	<hasSynsetId>	"113372123"	
	<wordnet_ruby_113372262>	<hasSynsetId>	"113372262"	
	<wordnet_pearl_113372403>	<hasSynsetId>	"113372403"	
	<wordnet_seed_pearl_113372585>	<hasSynsetId>	"113372585"	
	<wordnet_emerald_113372665>	<hasSynsetId>	"113372665"	
	<wordnet_sapphire_113372812>	<hasSynsetId>	"113372812"	
	<wordnet_medium_of_exchange_113372961>	<hasSynsetId>	"113372961"	
	<wordnet_standard_113373214>	<hasSynsetId>	"113373214"	
	<wordnet_gold_standard_113373426>	<hasSynsetId>	"113373426"	
	<wordnet_silver_standard_113373584>	<hasSynsetId>	"113373584"	
	<wordnet_bimetallism_113373746>	<hasSynsetId>	"113373746"	
	<wordnet_tender_113374008>	<hasSynsetId>	"113374008"	
	<wordnet_food_stamp_113374161>	<hasSynsetId>	"113374161"	
	<wordnet_credit_113374281>	<hasSynsetId>	"113374281"	
	<wordnet_consumer_credit_113374426>	<hasSynsetId>	"113374426"	
	<wordnet_bank_loan_113374597>	<hasSynsetId>	"113374597"	
	<wordnet_business_loan_113374764>	<hasSynsetId>	"113374764"	
	<wordnet_interbank_loan_113374887>	<hasSynsetId>	"113374887"	
	<wordnet_home_loan_113374979>	<hasSynsetId>	"113374979"	
	<wordnet_installment_credit_113375167>	<hasSynsetId>	"113375167"	
	<wordnet_open-end_credit_113375323>	<hasSynsetId>	"113375323"	
	<wordnet_credit_account_113375604>	<hasSynsetId>	"113375604"	
	<wordnet_revolving_charge_account_113375758>	<hasSynsetId>	"113375758"	
	<wordnet_advance_113375891>	<hasSynsetId>	"113375891"	
	<wordnet_credit_card_113376012>	<hasSynsetId>	"113376012"	
	<wordnet_bank_card_113376426>	<hasSynsetId>	"113376426"	
	<wordnet_calling_card_113376512>	<hasSynsetId>	"113376512"	
	<wordnet_cash_card_113376643>	<hasSynsetId>	"113376643"	
	<wordnet_debit_card_113376764>	<hasSynsetId>	"113376764"	
	<wordnet_smart_card_113377003>	<hasSynsetId>	"113377003"	
	<wordnet_draft_113377268>	<hasSynsetId>	"113377268"	
	<wordnet_overdraft_113377654>	<hasSynsetId>	"113377654"	
	<wordnet_foreign_bill_113377749>	<hasSynsetId>	"113377749"	
	<wordnet_inland_bill_113377899>	<hasSynsetId>	"113377899"	
	<wordnet_redraft_113378031>	<hasSynsetId>	"113378031"	
	<wordnet_trade_acceptance_113378174>	<hasSynsetId>	"113378174"	
	<wordnet_foreign_exchange_113378348>	<hasSynsetId>	"113378348"	
	<wordnet_credit_113378518>	<hasSynsetId>	"113378518"	
	<wordnet_cheap_money_113378717>	<hasSynsetId>	"113378717"	
	<wordnet_overage_113378816>	<hasSynsetId>	"113378816"	
	<wordnet_tax_credit_113378968>	<hasSynsetId>	"113378968"	
	<wordnet_export_credit_113379106>	<hasSynsetId>	"113379106"	
	<wordnet_import_credit_113379264>	<hasSynsetId>	"113379264"	
	<wordnet_credit_line_113379413>	<hasSynsetId>	"113379413"	
	<wordnet_commercial_credit_113379619>	<hasSynsetId>	"113379619"	
	<wordnet_letter_of_credit_113379753>	<hasSynsetId>	"113379753"	
	<wordnet_commercial_letter_of_credit_113380004>	<hasSynsetId>	"113380004"	
	<wordnet_traveler's_letter_of_credit_113380148>	<hasSynsetId>	"113380148"	
	<wordnet_traveler's_check_113380309>	<hasSynsetId>	"113380309"	
	<wordnet_bank_draft_113380530>	<hasSynsetId>	"113380530"	
	<wordnet_dividend_warrant_113380667>	<hasSynsetId>	"113380667"	
	<wordnet_money_order_113380820>	<hasSynsetId>	"113380820"	
	<wordnet_overdraft_credit_113380996>	<hasSynsetId>	"113380996"	
	<wordnet_deposit_113381145>	<hasSynsetId>	"113381145"	
	<wordnet_demand_deposit_113381303>	<hasSynsetId>	"113381303"	
	<wordnet_time_deposit_113381428>	<hasSynsetId>	"113381428"	
	<wordnet_acceptance_113381602>	<hasSynsetId>	"113381602"	
	<wordnet_check_113381734>	<hasSynsetId>	"113381734"	
	<wordnet_bad_check_113382121>	<hasSynsetId>	"113382121"	
	<wordnet_kite_113382306>	<hasSynsetId>	"113382306"	
	<wordnet_kite_113382471>	<hasSynsetId>	"113382471"	
	<wordnet_counter_check_113382614>	<hasSynsetId>	"113382614"	
	<wordnet_giro_113382766>	<hasSynsetId>	"113382766"	
	<wordnet_paycheck_113382975>	<hasSynsetId>	"113382975"	
	<wordnet_certified_check_113383090>	<hasSynsetId>	"113383090"	
	<wordnet_personal_check_113383289>	<hasSynsetId>	"113383289"	
	<wordnet_cashier's_check_113383439>	<hasSynsetId>	"113383439"	
	<wordnet_blank_check_113383696>	<hasSynsetId>	"113383696"	
	<wordnet_disability_check_113383855>	<hasSynsetId>	"113383855"	
	<wordnet_medicare_check_113384018>	<hasSynsetId>	"113384018"	
	<wordnet_pension_113384164>	<hasSynsetId>	"113384164"	
	<wordnet_old-age_pension_113384341>	<hasSynsetId>	"113384341"	
	<wordnet_money_113384557>	<hasSynsetId>	"113384557"	
	<wordnet_money_113384877>	<hasSynsetId>	"113384877"	
	<wordnet_sterling_113385080>	<hasSynsetId>	"113385080"	
	<wordnet_boodle_113385216>	<hasSynsetId>	"113385216"	
	<wordnet_shinplaster_113385466>	<hasSynsetId>	"113385466"	
	<wordnet_subsidization_113385583>	<hasSynsetId>	"113385583"	
	<wordnet_token_money_113385778>	<hasSynsetId>	"113385778"	
	<wordnet_currency_113385913>	<hasSynsetId>	"113385913"	
	<wordnet_fractional_currency_113386334>	<hasSynsetId>	"113386334"	
	<wordnet_cash_113386465>	<hasSynsetId>	"113386465"	
	<wordnet_cash_113386614>	<hasSynsetId>	"113386614"	
	<wordnet_hard_currency_113386882>	<hasSynsetId>	"113386882"	
	<wordnet_paper_money_113387209>	<hasSynsetId>	"113387209"	
	<wordnet_change_113387479>	<hasSynsetId>	"113387479"	
	<wordnet_change_113387689>	<hasSynsetId>	"113387689"	
	<wordnet_coinage_113387877>	<hasSynsetId>	"113387877"	
	<wordnet_small_change_113388000>	<hasSynsetId>	"113388000"	
	<wordnet_change_113388111>	<hasSynsetId>	"113388111"	
	<wordnet_coin_113388245>	<hasSynsetId>	"113388245"	
	<wordnet_bawbee_113389105>	<hasSynsetId>	"113389105"	
	<wordnet_bezant_113389194>	<hasSynsetId>	"113389194"	
	<wordnet_denier_113389359>	<hasSynsetId>	"113389359"	
	<wordnet_ducat_113389475>	<hasSynsetId>	"113389475"	
	<wordnet_real_113389577>	<hasSynsetId>	"113389577"	
	<wordnet_piece_of_eight_113389660>	<hasSynsetId>	"113389660"	
	<wordnet_shilling_113389763>	<hasSynsetId>	"113389763"	
	<wordnet_crown_113389864>	<hasSynsetId>	"113389864"	
	<wordnet_half_crown_113389949>	<hasSynsetId>	"113389949"	
	<wordnet_dime_113390040>	<hasSynsetId>	"113390040"	
	<wordnet_nickel_113390139>	<hasSynsetId>	"113390139"	
	<wordnet_quarter_113390244>	<hasSynsetId>	"113390244"	
	<wordnet_half_dollar_113390405>	<hasSynsetId>	"113390405"	
	<wordnet_halfpenny_113390525>	<hasSynsetId>	"113390525"	
	<wordnet_penny_113390626>	<hasSynsetId>	"113390626"	
	<wordnet_slug_113390788>	<hasSynsetId>	"113390788"	
	<wordnet_tenpence_113390857>	<hasSynsetId>	"113390857"	
	<wordnet_twopence_113390963>	<hasSynsetId>	"113390963"	
	<wordnet_threepence_113391118>	<hasSynsetId>	"113391118"	
	<wordnet_fourpence_113391262>	<hasSynsetId>	"113391262"	
	<wordnet_fivepence_113391373>	<hasSynsetId>	"113391373"	
	<wordnet_sixpence_113391452>	<hasSynsetId>	"113391452"	
	<wordnet_eightpence_113391610>	<hasSynsetId>	"113391610"	
	<wordnet_ninepence_113391693>	<hasSynsetId>	"113391693"	
	<wordnet_copper_113391774>	<hasSynsetId>	"113391774"	
	<wordnet_new_penny_113391841>	<hasSynsetId>	"113391841"	
	<wordnet_dollar_113391967>	<hasSynsetId>	"113391967"	
	<wordnet_silver_dollar_113392262>	<hasSynsetId>	"113392262"	
	<wordnet_double_eagle_113392357>	<hasSynsetId>	"113392357"	
	<wordnet_eagle_113392472>	<hasSynsetId>	"113392472"	
	<wordnet_half_eagle_113392580>	<hasSynsetId>	"113392580"	
	<wordnet_guinea_113392688>	<hasSynsetId>	"113392688"	
	<wordnet_farthing_113392786>	<hasSynsetId>	"113392786"	
	<wordnet_doubloon_113392896>	<hasSynsetId>	"113392896"	
	<wordnet_louis_d'or_113392977>	<hasSynsetId>	"113392977"	
	<wordnet_medallion_113393059>	<hasSynsetId>	"113393059"	
	<wordnet_stater_113393155>	<hasSynsetId>	"113393155"	
	<wordnet_sou_113393265>	<hasSynsetId>	"113393265"	
	<wordnet_fiat_money_113393599>	<hasSynsetId>	"113393599"	
	<wordnet_bill_113393762>	<hasSynsetId>	"113393762"	
	<wordnet_silver_certificate_113394179>	<hasSynsetId>	"113394179"	
	<wordnet_hundred_dollar_bill_113395074>	<hasSynsetId>	"113395074"	
	<wordnet_fifty_dollar_bill_113395187>	<hasSynsetId>	"113395187"	
	<wordnet_twenty_dollar_bill_113395296>	<hasSynsetId>	"113395296"	
	<wordnet_tenner_113395407>	<hasSynsetId>	"113395407"	
	<wordnet_fiver_113395515>	<hasSynsetId>	"113395515"	
	<wordnet_nickel_113395652>	<hasSynsetId>	"113395652"	
	<wordnet_two_dollar_bill_113395799>	<hasSynsetId>	"113395799"	
	<wordnet_dollar_113395897>	<hasSynsetId>	"113395897"	
	<wordnet_liabilities_113396054>	<hasSynsetId>	"113396054"	
	<wordnet_deficit_113396276>	<hasSynsetId>	"113396276"	
	<wordnet_budget_deficit_113396485>	<hasSynsetId>	"113396485"	
	<wordnet_federal_deficit_113396603>	<hasSynsetId>	"113396603"	
	<wordnet_trade_deficit_113396768>	<hasSynsetId>	"113396768"	
	<wordnet_due_113396861>	<hasSynsetId>	"113396861"	
	<wordnet_limited_liability_113397018>	<hasSynsetId>	"113397018"	
	<wordnet_debt_113397174>	<hasSynsetId>	"113397174"	
	<wordnet_arrears_113397443>	<hasSynsetId>	"113397443"	
	<wordnet_national_debt_113397519>	<hasSynsetId>	"113397519"	
	<wordnet_public_debt_113397705>	<hasSynsetId>	"113397705"	
	<wordnet_debt_limit_113397932>	<hasSynsetId>	"113397932"	
	<wordnet_national_debt_ceiling_113398074>	<hasSynsetId>	"113398074"	
	<wordnet_debt_instrument_113398241>	<hasSynsetId>	"113398241"	
	<wordnet_note_113398469>	<hasSynsetId>	"113398469"	
	<wordnet_bad_debt_113398768>	<hasSynsetId>	"113398768"	
	<wordnet_installment_debt_113398859>	<hasSynsetId>	"113398859"	
	<wordnet_loan_113398953>	<hasSynsetId>	"113398953"	
	<wordnet_call_loan_113399275>	<hasSynsetId>	"113399275"	
	<wordnet_direct_loan_113399379>	<hasSynsetId>	"113399379"	
	<wordnet_participation_loan_113399570>	<hasSynsetId>	"113399570"	
	<wordnet_personal_loan_113399782>	<hasSynsetId>	"113399782"	
	<wordnet_automobile_loan_113400024>	<hasSynsetId>	"113400024"	
	<wordnet_point_113400150>	<hasSynsetId>	"113400150"	
	<wordnet_real_estate_loan_113400334>	<hasSynsetId>	"113400334"	
	<wordnet_time_loan_113400472>	<hasSynsetId>	"113400472"	
	<wordnet_demand_note_113400580>	<hasSynsetId>	"113400580"	
	<wordnet_principal_113400662>	<hasSynsetId>	"113400662"	
	<wordnet_charge_113400798>	<hasSynsetId>	"113400798"	
	<wordnet_lien_113401013>	<hasSynsetId>	"113401013"	
	<wordnet_artisan's_lien_113401261>	<hasSynsetId>	"113401261"	
	<wordnet_federal_tax_lien_113401412>	<hasSynsetId>	"113401412"	
	<wordnet_general_lien_113401610>	<hasSynsetId>	"113401610"	
	<wordnet_judgment_lien_113401746>	<hasSynsetId>	"113401746"	
	<wordnet_landlord's_lien_113401970>	<hasSynsetId>	"113401970"	
	<wordnet_mechanic's_lien_113402209>	<hasSynsetId>	"113402209"	
	<wordnet_garageman's_lien_113402389>	<hasSynsetId>	"113402389"	
	<wordnet_state_tax_lien_113402529>	<hasSynsetId>	"113402529"	
	<wordnet_tax_lien_113402690>	<hasSynsetId>	"113402690"	
	<wordnet_warehouseman's_lien_113402879>	<hasSynsetId>	"113402879"	
	<wordnet_encumbrance_113403025>	<hasSynsetId>	"113403025"	
	<wordnet_assessment_113403146>	<hasSynsetId>	"113403146"	
	<wordnet_document_113403331>	<hasSynsetId>	"113403331"	
	<wordnet_quittance_113403520>	<hasSynsetId>	"113403520"	
	<wordnet_record_113403643>	<hasSynsetId>	"113403643"	
	<wordnet_balance_sheet_113403964>	<hasSynsetId>	"113403964"	
	<wordnet_expense_record_113404156>	<hasSynsetId>	"113404156"	
	<wordnet_ledger_113404248>	<hasSynsetId>	"113404248"	
	<wordnet_cost_ledger_113404534>	<hasSynsetId>	"113404534"	
	<wordnet_general_ledger_113404655>	<hasSynsetId>	"113404655"	
	<wordnet_subsidiary_ledger_113404879>	<hasSynsetId>	"113404879"	
	<wordnet_control_account_113405015>	<hasSynsetId>	"113405015"	
	<wordnet_daybook_113405166>	<hasSynsetId>	"113405166"	
	<wordnet_entry_113405296>	<hasSynsetId>	"113405296"	
	<wordnet_adjusting_entry_113405480>	<hasSynsetId>	"113405480"	
	<wordnet_credit_113405646>	<hasSynsetId>	"113405646"	
	<wordnet_debit_113405807>	<hasSynsetId>	"113405807"	
	<wordnet_accounting_113405962>	<hasSynsetId>	"113405962"	
	<wordnet_credit_side_113406374>	<hasSynsetId>	"113406374"	
	<wordnet_debit_side_113406509>	<hasSynsetId>	"113406509"	
	<wordnet_accrual_basis_113406638>	<hasSynsetId>	"113406638"	
	<wordnet_cash_basis_113406852>	<hasSynsetId>	"113406852"	
	<wordnet_pooling_of_interest_113407012>	<hasSynsetId>	"113407012"	
	<wordnet_accounts_receivable_113407208>	<hasSynsetId>	"113407208"	
	<wordnet_note_receivable_113407389>	<hasSynsetId>	"113407389"	
	<wordnet_accounts_payable_113407561>	<hasSynsetId>	"113407561"	
	<wordnet_note_payable_113407718>	<hasSynsetId>	"113407718"	
	<wordnet_profit_and_loss_113407844>	<hasSynsetId>	"113407844"	
	<wordnet_dividend_113408023>	<hasSynsetId>	"113408023"	
	<wordnet_stock_dividend_113408256>	<hasSynsetId>	"113408256"	
	<wordnet_extra_dividend_113408361>	<hasSynsetId>	"113408361"	
	<wordnet_equalizing_dividend_113408473>	<hasSynsetId>	"113408473"	
	<wordnet_divvy_113408641>	<hasSynsetId>	"113408641"	
	<wordnet_suspense_account_113408776>	<hasSynsetId>	"113408776"	
	<wordnet_balance_113408980>	<hasSynsetId>	"113408980"	
	<wordnet_balance_113409160>	<hasSynsetId>	"113409160"	
	<wordnet_balance_of_trade_113409363>	<hasSynsetId>	"113409363"	
	<wordnet_carry-over_113409647>	<hasSynsetId>	"113409647"	
	<wordnet_compensating_balance_113409850>	<hasSynsetId>	"113409850"	
	<wordnet_invisible_balance_113410269>	<hasSynsetId>	"113410269"	
	<wordnet_balance_of_payments_113410458>	<hasSynsetId>	"113410458"	
	<wordnet_current_account_113410803>	<hasSynsetId>	"113410803"	
	<wordnet_trial_balance_113411005>	<hasSynsetId>	"113411005"	
	<wordnet_audited_account_113411157>	<hasSynsetId>	"113411157"	
	<wordnet_limited_audit_113411385>	<hasSynsetId>	"113411385"	
	<wordnet_review_113411533>	<hasSynsetId>	"113411533"	
	<wordnet_analytical_review_113411785>	<hasSynsetId>	"113411785"	
	<wordnet_expense_account_113411943>	<hasSynsetId>	"113411943"	
	<wordnet_payslip_113412131>	<hasSynsetId>	"113412131"	
	<wordnet_register_113412321>	<hasSynsetId>	"113412321"	
	<wordnet_inventory_113412533>	<hasSynsetId>	"113412533"	
	<wordnet_payroll_113412721>	<hasSynsetId>	"113412721"	
	<wordnet_payroll_113412877>	<hasSynsetId>	"113412877"	
	<wordnet_peanuts_113413016>	<hasSynsetId>	"113413016"	
	<wordnet_purse_113413159>	<hasSynsetId>	"113413159"	
	<wordnet_purse_113413294>	<hasSynsetId>	"113413294"	
	<wordnet_value_113413493>	<hasSynsetId>	"113413493"	
	<wordnet_mess_of_pottage_113413840>	<hasSynsetId>	"113413840"	
	<wordnet_premium_113413986>	<hasSynsetId>	"113413986"	
	<wordnet_bankbook_113414159>	<hasSynsetId>	"113414159"	
	<wordnet_checkbook_113414310>	<hasSynsetId>	"113414310"	
	<wordnet_pawn_ticket_113414443>	<hasSynsetId>	"113414443"	
	<wordnet_escrow_113414554>	<hasSynsetId>	"113414554"	
	<wordnet_escrow_funds_113414770>	<hasSynsetId>	"113414770"	
	<wordnet_commercial_paper_113414849>	<hasSynsetId>	"113414849"	
	<wordnet_municipal_note_113415043>	<hasSynsetId>	"113415043"	
	<wordnet_time_note_113415271>	<hasSynsetId>	"113415271"	
	<wordnet_floater_113415381>	<hasSynsetId>	"113415381"	
	<wordnet_hotel_plan_113415547>	<hasSynsetId>	"113415547"	
	<wordnet_modified_American_plan_113415866>	<hasSynsetId>	"113415866"	
	<wordnet_continental_plan_113416106>	<hasSynsetId>	"113416106"	
	<wordnet_devise_113416241>	<hasSynsetId>	"113416241"	
	<wordnet_security_113416345>	<hasSynsetId>	"113416345"	
	<wordnet_scrip_113416897>	<hasSynsetId>	"113416897"	
	<wordnet_stock_certificate_113417071>	<hasSynsetId>	"113417071"	
	<wordnet_tax-exempt_security_113417289>	<hasSynsetId>	"113417289"	
	<wordnet_bond_113417410>	<hasSynsetId>	"113417410"	
	<wordnet_warrant_113418219>	<hasSynsetId>	"113418219"	
	<wordnet_perpetual_warrant_113418616>	<hasSynsetId>	"113418616"	
	<wordnet_subscription_warrant_113418713>	<hasSynsetId>	"113418713"	
	<wordnet_zero-coupon_security_113418823>	<hasSynsetId>	"113418823"	
	<wordnet_partnership_certificate_113419032>	<hasSynsetId>	"113419032"	
	<wordnet_proprietorship_certificate_113419178>	<hasSynsetId>	"113419178"	
	<wordnet_convertible_113419325>	<hasSynsetId>	"113419325"	
	<wordnet_letter_security_113419535>	<hasSynsetId>	"113419535"	
	<wordnet_investment_letter_113419755>	<hasSynsetId>	"113419755"	
	<wordnet_treasury_stock_113419951>	<hasSynsetId>	"113419951"	
	<wordnet_voting_stock_113420221>	<hasSynsetId>	"113420221"	
	<wordnet_watered_stock_113420359>	<hasSynsetId>	"113420359"	
	<wordnet_letter_stock_113420544>	<hasSynsetId>	"113420544"	
	<wordnet_letter_bond_113420722>	<hasSynsetId>	"113420722"	
	<wordnet_listed_security_113420900>	<hasSynsetId>	"113420900"	
	<wordnet_unlisted_security_113421095>	<hasSynsetId>	"113421095"	
	<wordnet_over_the_counter_stock_113421286>	<hasSynsetId>	"113421286"	
	<wordnet_budget_113421462>	<hasSynsetId>	"113421462"	
	<wordnet_balanced_budget_113421702>	<hasSynsetId>	"113421702"	
	<wordnet_budget_113421832>	<hasSynsetId>	"113421832"	
	<wordnet_operating_budget_113422234>	<hasSynsetId>	"113422234"	
	<wordnet_petty_cash_113422411>	<hasSynsetId>	"113422411"	
	<wordnet_pocket_money_113422545>	<hasSynsetId>	"113422545"	
	<wordnet_ready_cash_113422684>	<hasSynsetId>	"113422684"	
	<wordnet_sight_draft_113422905>	<hasSynsetId>	"113422905"	
	<wordnet_time_draft_113423007>	<hasSynsetId>	"113423007"	
	<wordnet_matching_funds_113423118>	<hasSynsetId>	"113423118"	
	<wordnet_bottom_line_113423267>	<hasSynsetId>	"113423267"	
	<wordnet_ablactation_113423405>	<hasSynsetId>	"113423405"	
	<wordnet_ablation_113423489>	<hasSynsetId>	"113423489"	
	<wordnet_abrasion_113423615>	<hasSynsetId>	"113423615"	
	<wordnet_abscission_113423779>	<hasSynsetId>	"113423779"	
	<wordnet_absorption_113423922>	<hasSynsetId>	"113423922"	
	<wordnet_absorption_113424183>	<hasSynsetId>	"113424183"	
	<wordnet_accession_113424477>	<hasSynsetId>	"113424477"	
	<wordnet_acclimatization_113424643>	<hasSynsetId>	"113424643"	
	<wordnet_accretion_113424865>	<hasSynsetId>	"113424865"	
	<wordnet_accretion_113425067>	<hasSynsetId>	"113425067"	
	<wordnet_accretion_113425245>	<hasSynsetId>	"113425245"	
	<wordnet_accretion_113425425>	<hasSynsetId>	"113425425"	
	<wordnet_acetylation_113425637>	<hasSynsetId>	"113425637"	
	<wordnet_acid-base_equilibrium_113425980>	<hasSynsetId>	"113425980"	
	<wordnet_acidification_113426238>	<hasSynsetId>	"113426238"	
	<wordnet_activation_113426376>	<hasSynsetId>	"113426376"	
	<wordnet_active_birth_113426591>	<hasSynsetId>	"113426591"	
	<wordnet_active_transport_113426726>	<hasSynsetId>	"113426726"	
	<wordnet_acylation_113426948>	<hasSynsetId>	"113426948"	
	<wordnet_adaptation_113427078>	<hasSynsetId>	"113427078"	
	<wordnet_addition_reaction_113427356>	<hasSynsetId>	"113427356"	
	<wordnet_adiabatic_process_113427481>	<hasSynsetId>	"113427481"	
	<wordnet_administrative_data_processing_113427633>	<hasSynsetId>	"113427633"	
	<wordnet_adsorption_113427789>	<hasSynsetId>	"113427789"	
	<wordnet_advection_113427989>	<hasSynsetId>	"113427989"	
	<wordnet_aeration_113428159>	<hasSynsetId>	"113428159"	
	<wordnet_agenesis_113428308>	<hasSynsetId>	"113428308"	
	<wordnet_agglutination_113428421>	<hasSynsetId>	"113428421"	
	<wordnet_agglutination_113428608>	<hasSynsetId>	"113428608"	
	<wordnet_agglutination_113428804>	<hasSynsetId>	"113428804"	
	<wordnet_aging_113429006>	<hasSynsetId>	"113429006"	
	<wordnet_aldol_reaction_113429194>	<hasSynsetId>	"113429194"	
	<wordnet_alluvion_113429300>	<hasSynsetId>	"113429300"	
	<wordnet_alpha_decay_113429432>	<hasSynsetId>	"113429432"	
	<wordnet_alternative_birth_113429585>	<hasSynsetId>	"113429585"	
	<wordnet_amelogenesis_113429780>	<hasSynsetId>	"113429780"	
	<wordnet_amitosis_113430074>	<hasSynsetId>	"113430074"	
	<wordnet_ammonification_113430262>	<hasSynsetId>	"113430262"	
	<wordnet_amylolysis_113430391>	<hasSynsetId>	"113430391"	
	<wordnet_anabolism_113430495>	<hasSynsetId>	"113430495"	
	<wordnet_anaglyphy_113430786>	<hasSynsetId>	"113430786"	
	<wordnet_anamorphism_113431043>	<hasSynsetId>	"113431043"	
	<wordnet_anamorphosis_113431221>	<hasSynsetId>	"113431221"	
	<wordnet_anaphase_113431380>	<hasSynsetId>	"113431380"	
	<wordnet_anastalsis_113431569>	<hasSynsetId>	"113431569"	
